student_id,iteration,selected_topic_id,selected_topic_name,selection_score
16,10,"POLITY-003","Federalism & Centre-State Relations",0.44
16,11,"POLITY-006","Parliament & Legislative System",0.41
16,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
16,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
16,14,"POLITY-001","Executive (President & Governor)",0.305
16,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
16,16,"POLITY-003","Federalism & Centre-State Relations",0.23
16,17,"POLITY-006","Parliament & Legislative System",0.2
16,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
16,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,20,"POLITY-001","Executive (President & Governor)",0.045
16,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,22,"POLITY-001","Executive (President & Governor)",0.045
16,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,24,"POLITY-001","Executive (President & Governor)",0.045
16,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,26,"POLITY-001","Executive (President & Governor)",0.045
16,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,28,"POLITY-001","Executive (President & Governor)",0.045
16,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
16,30,"POLITY-001","Executive (President & Governor)",0.045
17,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
17,2,"POLITY-001","Executive (President & Governor)",0.755
17,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
17,4,"POLITY-003","Federalism & Centre-State Relations",0.68
17,5,"POLITY-006","Parliament & Legislative System",0.65
17,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
17,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
17,8,"POLITY-001","Executive (President & Governor)",0.515
17,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
17,10,"POLITY-003","Federalism & Centre-State Relations",0.44
17,11,"POLITY-006","Parliament & Legislative System",0.41
17,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
17,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
17,14,"POLITY-001","Executive (President & Governor)",0.305
17,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
17,16,"POLITY-003","Federalism & Centre-State Relations",0.23
17,17,"POLITY-006","Parliament & Legislative System",0.2
17,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
17,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,20,"POLITY-001","Executive (President & Governor)",0.045
17,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,22,"POLITY-001","Executive (President & Governor)",0.045
17,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,24,"POLITY-001","Executive (President & Governor)",0.045
17,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,26,"POLITY-001","Executive (President & Governor)",0.045
17,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,28,"POLITY-001","Executive (President & Governor)",0.045
17,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
17,30,"POLITY-001","Executive (President & Governor)",0.045
18,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
18,2,"POLITY-001","Executive (President & Governor)",0.755
18,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
18,4,"POLITY-003","Federalism & Centre-State Relations",0.68
18,5,"POLITY-006","Parliament & Legislative System",0.65
18,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
18,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
18,8,"POLITY-001","Executive (President & Governor)",0.515
18,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
18,10,"POLITY-003","Federalism & Centre-State Relations",0.44
18,11,"POLITY-006","Parliament & Legislative System",0.41
18,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
18,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
18,14,"POLITY-001","Executive (President & Governor)",0.305
18,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
18,16,"POLITY-003","Federalism & Centre-State Relations",0.23
18,17,"POLITY-006","Parliament & Legislative System",0.2
18,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
18,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,20,"POLITY-001","Executive (President & Governor)",0.045
18,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,22,"POLITY-001","Executive (President & Governor)",0.045
18,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,24,"POLITY-001","Executive (President & Governor)",0.045
18,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,26,"POLITY-001","Executive (President & Governor)",0.045
18,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,28,"POLITY-001","Executive (President & Governor)",0.045
18,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
18,30,"POLITY-001","Executive (President & Governor)",0.045
19,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
19,2,"POLITY-001","Executive (President & Governor)",0.755
19,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
19,4,"POLITY-003","Federalism & Centre-State Relations",0.68
19,5,"POLITY-006","Parliament & Legislative System",0.65
19,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
19,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
19,8,"POLITY-001","Executive (President & Governor)",0.515
19,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
19,10,"POLITY-003","Federalism & Centre-State Relations",0.44
19,11,"POLITY-006","Parliament & Legislative System",0.41
19,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
19,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
19,14,"POLITY-001","Executive (President & Governor)",0.305
19,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
19,16,"POLITY-003","Federalism & Centre-State Relations",0.23
19,17,"POLITY-006","Parliament & Legislative System",0.2
19,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
19,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,20,"POLITY-001","Executive (President & Governor)",0.045
19,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,22,"POLITY-001","Executive (President & Governor)",0.045
19,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,24,"POLITY-001","Executive (President & Governor)",0.045
19,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,26,"POLITY-001","Executive (President & Governor)",0.045
19,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,28,"POLITY-001","Executive (President & Governor)",0.045
19,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
19,30,"POLITY-001","Executive (President & Governor)",0.045
20,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
20,2,"POLITY-001","Executive (President & Governor)",0.755
20,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
20,4,"POLITY-003","Federalism & Centre-State Relations",0.68
20,5,"POLITY-006","Parliament & Legislative System",0.65
20,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
20,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
20,8,"POLITY-001","Executive (President & Governor)",0.515
20,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
20,10,"POLITY-003","Federalism & Centre-State Relations",0.44
20,11,"POLITY-006","Parliament & Legislative System",0.41
20,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
20,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
20,14,"POLITY-001","Executive (President & Governor)",0.305
20,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
20,16,"POLITY-003","Federalism & Centre-State Relations",0.23
20,17,"POLITY-006","Parliament & Legislative System",0.2
20,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
20,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,20,"POLITY-001","Executive (President & Governor)",0.045
20,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,22,"POLITY-001","Executive (President & Governor)",0.045
20,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,24,"POLITY-001","Executive (President & Governor)",0.045
20,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,26,"POLITY-001","Executive (President & Governor)",0.045
20,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,28,"POLITY-001","Executive (President & Governor)",0.045
20,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
20,30,"POLITY-001","Executive (President & Governor)",0.045
