question_id,year,exam_name,paper,section,question_number,marks,language,original_question_text,page_number,source_pdf_name,subject_id,subject_name,subject_confidence,classification_method,classification_reason,review_required,secondary_subject,secondary_subject_confidence
BPSC-Q-000160,2019,63rd BPSC Mains,GS 1,Section I,4,38,English,"Evaluate	the	causes	and	results	of	Revolt	of	Santhal	(1855-56)	in	Bihar.	 38 fcgkj	esa	laFkky	foæksg	 (1855-56)	ds	dkj.kksa	,oa	ifj.kkeksa	dk	ewY;kadu	dhft;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.95,two_pass_taxonomy_v1,"Question addresses Indian and Bihar Freedom Movement, Art, Architecture, or History.",False,,
BPSC-Q-000161,2019,63rd BPSC Mains,GS 1,Section I,5,38,English,"Discuss	the	causes	and	results	of	Champaran	Satyagraha	in	Bihar	(1917).	 38 fcgkj	esa	paikj.k	lR;kxzg	 (1917)	ds	dkj.kksa	,oa	ifj.kkeksa	dk	o.kZu	dhft;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.95,two_pass_taxonomy_v1,"Question addresses Indian and Bihar Freedom Movement, Art, Architecture, or History.",False,,
BPSC-Q-000162,2019,63rd BPSC Mains,GS 1,Section I,6,38,English,"Examine	the	salient	features	of	Patna	Kalam	Painting	Style.	 38 iVuk	dyke	fp=kdyk	'kSyh	dh	eq[;	fo'ks""krkvksa	dk	ijh{k.k	dhft;sA [kaM&II/Section-II",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000163,2019,63rd BPSC Mains,GS 1,Section I,7,38,English,"Explain	 the	 BIMSTEC 	 organization.	Throw	 light	 on	 the	 outcomes	 of	 recently	 concluded	 Kathmandu Smmit	of	BIMSTEC 	countries.	Discuss	the	issues	related	to	India's	interests,	hopes	and	grievances.	 38 fcElVsd	 laxBu	dks	Li""V	dhft;sA	fcElVsd	ns'kksa	ds	laxBu	dh	gky	esa	gq,	dkBekaMw	lEesyu	ds	ifj.kkeksa	ij izdk'k	Mkfy;sA	Hkkjr	ds	fgr]	vk'kk,¡	,oa	vis{kkvksa	ls	lacafèkr	fo""k;ksa	dh	foospuk	dhft;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000164,2019,63rd BPSC Mains,GS 1,Section I,8,38,English,"Critically	 examine	the	Rohingya	Refugee	Crisis.	Describe	the	role	of	Myanmar,	China,	India	and	Bangladesh in	 evolution	 and	 resolution	 of	 the	 crisis.	Throw	 light	 on	 the	 viloation	 of	 Human	 Rights	 in	 context	 to Rohingya	Refugees.	 38 jksfgaX;k	 'kj.kkFkhZ	ladV	dh	vkykspukRed	foospuk	dhft;sA	bl	ladV	dh	mRifÙk	,oa	lekèkku	esa	E;kaekj]	phu]	Hkkjr ,oa	ckaXykns'k	dh	Hkwfedk	dk	o.kZu	dhft;sA	jksfgaX;k	'kj.kkfFkZ;ksa	ds	lanHkZ	esa	ekuokfèkdkjksa	ds	guu	ij	izdk'k	Mkfy;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000165,2019,63rd BPSC Mains,GS 1,Section I,9,38,English,"What	 is	the	two	plus	two	dialogue?	Clear	the	two	plus	two	dialogue	between	India	and	the	USA	in	context to	India	and	Iran	bilateral	relations.	 38 Vw	 Iyl	Vw	okrkZ	D;k	gS\	Hkkjr	,oa	bZjku	ds	f}i{kh;	lacaèkksa	ds	lanHkZ	esa	Hkkjr	,oa	vesfjdk	ds	chp	gqbZ	Vw	Iyl	Vw okrkZ	dks	Li""V	dhft;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-06,Current Affairs & International Relations,0.95,two_pass_taxonomy_v1,"Question addresses International Relations, Contemporary Geopolitics, and Global Summits.",False,,
BPSC-Q-000166,2019,63rd BPSC Mains,GS 1,Section I,10,38,English,"What	 do	you	know	about	NRC	dispute?	Illuminate	the	political	intentions	behind	it.	Discuss	the	international impacts	of	this	issue	also.		 	 38 ,u-vkj-lh-	 fookn	ls	vki	D;k	le>rs	gSa\	bl	fookn	esa	fufgr	jktuhfrd	ea'kkvksa	dks	Li""V	dhft;sA	bl	eqís	ds varjkZ""Vªh;	izHkkoksa	dh	Hkh	foospuk	dhft;sA",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000167,2019,63rd BPSC Mains,GS 1,Section I,11,38,English,"Elucidate	 the	international	terrorism.	How	is	the	international	community	today	trying	to	fight	the	menace of	international	terrorism?	What	is	UNO's	contribution?	 38 varjkZ""Vªh;	 vkradokn	dks	Li""V	dhft;sA	vkt	varjkZ""Vªh;	leqnk;	fdl	izdkj	varjkZ""Vªh;	vkradokn	ds	[krjs	dh	lekfIr ds	fy;s	iz;kl	dj	jgk	gSA	la;qDr	jk""Vª	la?k	dk	D;k	;ksxnku	gS\ [kaM&III/Section-III",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000168,2019,63rd BPSC Mains,GS 1,Section I,12,38,English,"In	 a	city	of	Maharashtra,	the	main	mode	of	transport	is	the	car.	The	following	chart	shows	the	population trends	and	car	use	trends	during	the	period	2011-2016.	Study	the	chart	and	answer	the	questions	that	follow: 38 (a)	 In	 2014,	if	the	females	used	30%	of	the	total	cars,	them	what	is	the	per	capita	use	of	cars	by	females in	2014?	 6 (b)	 What	is	the	average	percentage	increase	in	number	of	cars	over	the	period	2011-2016?		 6 (c)	 Find	the	year	in	which	the	ratio	of	males	to	that	of	females	was	the	highest.		 6 (d)	 If	 in	2012,	60%	of	cars	are	used	by	males,	then	what	is	the	percentage	of	males	and	females	who used	car	in	the	year	2012?		 6 (e)	 In	which	year	the	ratio	of	male	population	to	the	number	of	cars	int	he	city	was	lowest?		 6 (f)	 With	what	percentage,	the	number	of	cars	in	the	city	was	increased	from	2011	to	2016? egkjk""Vª	 ds	,d	'kgj	esa	;krk;kr	dk	eq[;	lkèku	dkj	gSA	uhps	fn;s	x,	ys[kkfp=k	esa	tula[;k	o`fÙk	rFkk	dkj	iz;ksx djus	dh	o`fÙk	dks	vofèk	2011	ls	2016	rd	ds	fy;s	n'kkZ;k	x;k	gSA	ys[kkfp=k	dk	vè;;u	dhft;s	rFkk	mlds uhps	fn;s	x,	iz'uksa	ds	mÙkj	nhft;s%",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000169,2019,63rd BPSC Mains,GS 1,Section I,13,6,English,"Study	 the	following	pie	charts,	which	show	the	expenditure	on	various	heads	in	the	second	and	third	Five- Y ear	Plans	(FYP)	and	answer	the	questions	given	below	it: (a)	 By	 what	percent,	the	expenditure	in	irrigation	increased	in	the	third	FYP	in	comparison	to	the	second FYP?		 6 (b)	 What	is	the	ratio	of	expenditures	in	village	industry	in	the	second	and	third	FYPs?		 6 (c)	 By	 what	 amount,	 the	 expenditure	 in	 agriculture	 in	 the	 third	 FYP	 should	 have	 been	 increased	 or decreased	so	that	to	make	it	2.5	times	the	expenditure	in	agriculture	in	the	second	FYP?		 6 (d)	 By	 what	percent,	the	expenditure	in	agriculture	in	the	third	FYP	is	higher	or	lower	than	the	expenditure in	industry	and	mining	in	the	second	FYP?	 6 (e)	 By	 what	amount,	the	expenditure	in	transportation	and	communication	increased	or	decreased	in	the third	FYP	in	comparison	in	second	FYP?	 6 (f)	 If	 the	total	expenditure	in	the	fourth	FYP	is	increased	by	80%	to	that	of	the	third	FYP	and	the	segment of	expenditure	on	social	service	and	miscellaneous	makes	an	angle	of	78º	at	the	centre	of	pie	chart for	the	fourth	FYP ,	then	what	will	be	the	expenditure	in	social	service	and	miscellaneous	in	the	fourth FYP? uhps	 fn;s	x,	ikbZ	js[kkfp=kksa	dk	vè;;u	dhft;s]	ftlesa	f}rh;	,oa	r`rh;	iapo""khZ;	;kstukvksa	esa	fofHkUu	enksa	esa	O;; fn[kk;k	x;k	gS	rFkk	mu	iz'uksa	ds	mÙkj	nhft;s]	tks	buds	uhps	fn;s	x,	gSa%",4,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000170,2019,63rd BPSC Mains,GS 1,Section I,14,38,English,"Study	 the	data	given	in	the	following	multiple	bar	chart,	which	shows	the	sex	ratio	in	Madhya	Pradesh during	the	period	from	1901	to	1971	and	answer	the	questions	given	below	it:	 38 (a)	 What	 are	the	ratios	of	femaels	per	1000	males	in	rural	and	urban	areas	of	Madhya	Pradesh	in	1941 and	1951	Census?	In	which	year	was	it	higher?	 6 (b)	 What	 is	the	percentage	change	in	females	per	1000	males	in	urban	areas	of	Madhya	Pradesh	in	1961 in	comparison	to	1931?	 6 (c)	 Compare	 the	ratio	of	females	per	1000	males	in	total	and	rural	areas	of	Madhya	Pradesh	in	1911	and 1921	Census.	In	which	year	was	it	higher?		 6 (d)	 In	 which	census	years,	were	the	female	sex	ratio	in	urban	areas	of	Madhya	Pradesh	highest	and lowest?	What	is	the	difference	between	these	two?		 6 (e)	 If	 in	1931	Census,	due	to	some	error	in	counting	15	females	per	100	males	were	wrongly	counted	in urban	area	instead	of	rural	area	of	Madhya	Pradesh,	then	what	should	have	been	the	actual	percentage of	females	per	1000	males	in	urban	area	of	Madhya	Pradesh	to	that	of	rural	area	in	1931?		 6 (f)	 If	 in	1971	Census,	there	were	90	crore	males	in	rural	areas	of	Madhya	Pradesh,	then	what	is	the difference	between	male	and	female	population	in	rural	areas	of	Madhya	Pradesh	in	1971? uhps	 fn;s	x,	cgq'kykdk	ys[kkfp=k	ds	vk¡dM+ksa	dk	vè;;u	dhft;s]	ftlesa	eè;	izns'k	esa	fyaxkuqikr	dks	vofèk	1901 ls	1971	rd	n'kkZ;k	x;k	gS	rFkk	mu	iz'uksa	ds	mÙkj	nhft;s]	tks	blds	uhps	fn;s	x,	gSa%",5,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000171,2019,63rd BPSC Mains,GS 1,Section I,15,38,English,"Study		 the	following	line	graph,	which	gives	the	Public	Sector	Banks	advance	(`	in	crores)	to	the	three priority	sectors,	viz.,	agriculture,	small-scale	industries	and	other	private	sectors	during	the	period	from 1970	to	1976	and	answer	the	questions	that	follow:	 38",6,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000172,2019,63rd BPSC Mains,GS 2,Section I,1,38,English,"Critically examine the role of Election Commission of India in the conduct of free and fair election. What purpose does the Electoral Identity Card serve in this regard? 38 Lora=k	 vkSj	fu""i{k	pquko	ds	lapkyu	esa	Hkkjr	ds	fuokZpu	vk;ksx	dh	Hkwfedk	xaHkhjrk	ls	tk¡p	djsaA	bl	lacaèk	esa pqukoh	igpku&i=k	fdl	mís';	ls	dk;Z	djrk	gS\",2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-02,Polity & Governance,0.95,two_pass_taxonomy_v1,"Question addresses Constitutional provisions, Judicial principles, or Governance structures.",False,,
BPSC-Q-000173,2019,63rd BPSC Mains,GS 2,Section I,2,38,English,Do you agree that Indian Politics today primarily revolves around development politics rather than ascriptive politics? Discuss with reference to Bihar. 38 D;k	 vki	lger	gSa	fd	Hkkjrh;	jktuhfr	vkt	eq[;	:i	ls	o.kZukRed	jktuhfr	dh	ctk;	fodkl	jktuhfr	ds vkl&ikl	?kwerh	gS\	fcgkj	ds	lanHkZ	esa	ppkZ	djsaA,2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000174,2019,63rd BPSC Mains,GS 2,Section I,3,38,English,What are the implications of growing regional political parties on the Indian party politics in recent times? 38 gky	ds	fnuksa	esa	Hkkjrh;	ikVhZ	dh	jktuhfr	ij	c<+rs	{ks=kh;	jktuhfrd	nyksa	ds	izHkko	D;k	gSa\,2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000175,2019,63rd BPSC Mains,GS 2,Section I,4,38,English,What	 is	the	difference	between	Constitution	and	Constitutionalism?	Critically	discuss	the	doctrine	of	'basic structure'	as	enunciated	by	the	Supreme	Court	of	India.	 38 lafoèkku	 vkSj	laoSèkkfudrk	ds	chp	D;k	varj	gS\	Hkkjr	ds	lqizhe	dksVZ	}kjk	vuqeksfnr	^ewy	lajpuk*	ds	fl¼kar	ds ckjs	esa	xaHkhjrk	ls	tk¡p	djsaA,2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-02,Polity & Governance,0.95,two_pass_taxonomy_v1,"Question addresses Constitutional provisions, Judicial principles, or Governance structures.",False,,
BPSC-Q-000176,2019,63rd BPSC Mains,GS 2,Section I,5,38,English,"Centrally	 Sponsored	 Schemes	 have	 always	 been	 a	 point	 of	 contention	 between	 the	 Centre	 and	 States. Discuss	by	citing	relevant	examples.	 38 dsaæ	 izk;ksftr	;kstuk,¡]	dsaæ	vkSj	jkT;ksa	ds	chp	ges'kk	fookn	dk	eqík	jgh	gSaA	izklafxd	mnkgj.kksa	dk	gokyk	nsrs	gq, ppkZ	djsaA [kaM&II/Section-II",2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000177,2019,63rd BPSC Mains,GS 2,Section I,6,38,English,"Presently	 highlight	the	major	problems	of	Indian	agriculture	and	suggest	way	to	remove	them	adn	discuss the	major	programs	being	run	by	the	Government	for	the	development	of	Indian	agriculture.	 38 orZeku	 esa	Hkkjrh;	Ñf""k	dh	izeq[k	leL;kvksa	ij	izdk'k	Mkyrs	gq,	mUgsa	nwj	djus	gsrq	lq>ko	nsaA	lkFk	gh	Hkkjrh;	Ñf""k ds	fodkl	gsrq	ljdkj	}kjk	pyk,	tk	jgs	izeq[k	dk;ZØeksa	dh	ppkZ	djsaA",2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000178,2019,63rd BPSC Mains,GS 2,Section I,7,38,English,"Discussing	 the	estimation	of	poverty	in	India,	explain	the	factors	responsible	for	poverty.	Which	programs are	being	run	by	the	Indian	government	to	remove	poverty?	 38 Hkkjr	 esa	xjhch	ds	vuqeku	ij	ppkZ	djrs	gq,	xjhch	ds	fy;s	f”kEesnkj	dkjdksa	dh	O;k[;k	djsaA	Hkkjr	ljdkj	}kjk xjhch	nwj	djus	ds	fy;s	dkSu&dkSu	ls	dk;ZØe	pyk,	tk	jgs	gSa\",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000179,2019,63rd BPSC Mains,GS 2,Section I,8,38,English,"Explain	 the	reasons	why	India's	major	large-scale	industries	have	been	estalished	in	geographical	areas	in some special areas. Explain main key industries of India. 38 Hkkjr	 ds	izeq[k	cM+s	iSekus	ds	m|ksx	HkkSxksfyd	n`f""V	ls	dqN	fo'ks""k	{ks=kksa	esa	gh	LFkkfir	gks	ik,	gSa]	blds	dkj.kksa	dh O;k[;k	djsa	,oa	Hkkjr	ds	izeq[k	cqfu;knh	m|ksxksa	dh	O;k[;k	djsaA",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000180,2019,63rd BPSC Mains,GS 2,Section I,9,38,English,"Explain	 in	detial	the	major	minerals	known	in	India.	Discuss	their	contribution	in	the	economic	development of	Indian	economy	as	well	as	tell	the	key	points	to	India's	new	mineral	policy.	 38 Hkkjr	 esa	ik,	tkus	okys	izeq[k	[kfutksa	dh	foLrkj	ls	O;k[;k	djsaA	Hkkjrh;	vFkZO;oLFkk	ds	vkfFkZd	fodkl	esa	buds ;ksxnku	dh	ppkZ	djsa]	lkFk	gh	Hkkjr	dh	ubZ	[kfut	uhfr	ds	izeq[k	ckrksa	dks	crk,¡A [kaM&III / Section-III",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000181,2019,63rd BPSC Mains,GS 2,Section I,10,36,English,"Explain	 in	detail,	how	the	advances	in	the	field	of	nuclear	energy	helped	in	the	development	of	our	country. Also	comment	on	the	use	of	nuclear	energy	in	power	production	field.	Outline	the	positive	and	negative sides of nuclear energy. 36 ukfHkdh;	 ÅtkZ	ds	{ks=k	esa	izxfr]	gekjs	ns'k	ds	fodkl	esa	fdl	izdkj	ls	lgk;d	gS]	foLrkj	ls	le>k,¡A	ukfHkdh; ÅtkZ	fdl	izdkj	ls	ns'k	dh	dqy	ÅtkZ	ds	mRiknu	ds	{ks=k	esa	lgk;d]	ppkZ	djsaA	ukfHkdh;	ÅtkZ	ds	ldkjkRed	,oa ½.kkRed	i{k	dks	Li""V	djsaA",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-05,Science & Technology,0.95,two_pass_taxonomy_v1,Question examines Science & Technology applications in governance and national development.,False,,
BPSC-Q-000182,2019,63rd BPSC Mains,GS 2,Section I,11,36,English,"What	 progress	 India	 has	 made	 in	 the	 field	 of	 space	 satellite	 launching?	 What	 are	 the	 advantage	 and disadvantage	of	launching	multisatellites	in	space?	How	does	the	entry	in	this	field	help	India	to	strengthen its economy? 36 mixzgksa	 dks	varfj{k	esa	LFkkfir	djus	ds	{ks=k	esa	Hkkjr	us	D;k	izxfr	dh	gS\	,d	ls	vfèkd	mixzgksa	dks	,dlkFk	varfj{k esa	Hksts	tkus	ds	ldkjkRed	,oa	½.kkRed	i{k	dks	Li""V	djsaA	Hkkjr	ds	bl	{ks=k	esa	izos'k	djus	ls	ns'k	dh	vFkZO;oLFkk dks	etcwr	djus	esa	fdl	izdkj	lgk;rk	feyh	gS\",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-03,Indian & Bihar Economy,0.92,two_pass_taxonomy_v1,"Question concerns Indian & Bihar Economic Policy, Industrialization, or Poverty Alleviation.",False,,
BPSC-Q-000183,2019,63rd BPSC Mains,GS 2,Section I,12,36,English,"What 	 do	 you	 mean	 by	 Software? 	 How	 is	 the	 Software 	 Industry	 backbone 	 of	 country's	 economic development?	Comment	on	the	development	of	computer	languages	and	our	country's	contribution	in	this era. 36 lkWÝVos;j	 ls	vki	D;k	le>rs	gSa\	ns'k	ds	vkfFkZd	fodkl	esa	dSls	lkWÝVos;j	m|ksx	jh<+	dh	gM~Mh	ds	leku	gS] le>k,¡A	daI;wVj	dh	Hkk""kkvksa	ds	fodkl	ij	viuk	er	Li""V	djsa	rFkk	le>k,¡	fd	gekjs	ns'k	dk	bl	{ks=k	esa	D;k ;ksxnku	gS\",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000184,2019,63rd BPSC Mains,GS 2,Section I,13,36,English,"What	 do	you	mean	by	Global	Warming?	How	is	India	contributing	in	minimising	its	effects?	Comment on	saying,	""The	world	would	submerge	in	water	in	coming	future	by	the	mistakes	committed	by	human being	of	this	planet"".	 36 Xykscy	 ok²ex	D;k	gS\	Xykscy	ok²ex	ls	gksus	okys	izHkko	dks	de	djus	ds	fy;s	fd;s	tkus	okys	iz;klksa	esa	Hkkjr dk	D;k	;ksxnku	gS\	¶fudV	Hkfo"";	esa	iwjk	fo'o]	bl	xzg	ds	ekuo	ds	}kjk	dh	tkus	okyh	xyfr;ksa	ds	dkj.k]	ikuh esa	Mwc	tk,xkA¸	mDr	dFku	ij	vius	fopkj	Li""V	djsaA",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000185,2019,64th BPSC Mains,GS 1,Section I,1,38,English,"Critically examine the evoluation of Indian nationalism since the late 19th century. 38 19 oha	lnh	ds	mÙkjk¼Z	ls	Hkkjrh;	jk""Vªokn	ds	fodkl	dh	vkykspukRed	leh{kk	dhft;sA",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000186,2019,64th BPSC Mains,GS 1,Section I,2,38,English,"""Champaran Satyagraha is a watershed in the freedom struggle."" Elucidate. 38 ¶paikj.k	lR;kxzg	Lokèkhurk	la?k""kZ	dk	,d	fu.kkZ;d	eksM+	FkkA¸",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.95,two_pass_taxonomy_v1,"Question addresses Indian and Bihar Freedom Movement, Art, Architecture, or History.",False,,
BPSC-Q-000187,2019,64th BPSC Mains,GS 1,Section I,3,38,English,"What were the reasons behind overseas immigrationin the 19th century British India? Discuss in the light of the indenture system wiwth special reference to Bihar. 38 19oha	lnh	ds	fczfV'kdkyhu	Hkkjr	esa	leqæ	ikjf;rk	ikjaxr	ds	D;k	dkj.k	Fks\	fcgkj	ds	fo'ks""k	lanHkZ	esa	baMsapj	i¼fr ds	vkyksd	esa	foospuk	dhft;sA",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.95,two_pass_taxonomy_v1,"Question addresses Indian and Bihar Freedom Movement, Art, Architecture, or History.",False,,
BPSC-Q-000188,2019,64th BPSC Mains,GS 1,Section I,4,38,English,"Examine the characteristics of tribal protest in the 19 th century with suitable examples. Give reasons for their failure. 38 mi;qDr	 mnkgj.k	lfgr	19oha	lnh	esa	tutkrh;	izfrjksèk	dh	fo'ks""krkvksa	dh	leh{kk	dhft;sA	mudh	vliQyrk	ds dkj.k	crkb,A",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000189,2019,64th BPSC Mains,GS 1,Section I,5,38,English,"Discuss the features of Mauryan art and architecture and its relationship with Buddhism. 38 ekS;Z	 dyk	rFkk	Hkou&fuekZ.k	dyk	dh	fo'ks""krkvksa	dks	Li""V	dhft;s	rFkk	ckS¼	èkeZ	ds	lkFk	muds	lacaèk	ij	Hkh	izdk'k Mkfy;sA",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.95,two_pass_taxonomy_v1,"Question addresses Indian and Bihar Freedom Movement, Art, Architecture, or History.",False,,
BPSC-Q-000190,2019,64th BPSC Mains,GS 1,Section I,6,38,English,"Write short notes on any two of the following: 19×2=38 (a) Working Class and National Movement (b) Impact of census of 1881 on caste and religious identities (c) Nehru and secularism fuEufyf[kr	esa	ls	fdUgha	nks	ij	laf{kIr	fVIif.k;k¡	fyf[k;s% (d)	 etnwj	oxZ	vkSj	jk""Vªh;	vkanksyu ([k)	 tkfr	vkSj	èkeZ	ls	tqM+h	igpku	ij	 1881	dh	tux.kuk	dk	izHkko (x)	 usg:	vkSj	èkeZ&fujis{krk",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-02,Polity & Governance,0.95,two_pass_taxonomy_v1,"Question addresses Constitutional provisions, Judicial principles, or Governance structures.",False,,
BPSC-Q-000191,2019,64th BPSC Mains,GS 1,Section I,7,38,English,"What is the major focus of UNDP Human Development Report, 2019? In what way does the analysis go beyong income, average and present condition? Critically examine. 38 ;w,uMhih	 áweu	MsoyiesaV	fjiksVZ]	2019	dk	izeq[k	fo""k;	D;k	gS\	fo'ys""k.k	fdl	izdkj	vk;]	vkSlr	vkSj	orZeku fLFkfr	ds	vkxs	pyk	tkrk	gS\	vkykspukRed	leh{kk	dhft;sA",3,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000192,2019,64th BPSC Mains,GS 1,Section I,8,38,English,Discuss the prospects of trade promotion between Afghanistan and India with the launching of New Export Route to and from India through Chabahar Port. 38 pkcgkj	 canjxkg	ls	gksus	okys	Hkkjr	ds	u;s	vk;kr&fu;kZr	ekxZ	ds	izekspu	ls	viQxkfuLrku	vkSj	Hkkjr	ds	chp	O;kikj izksRlkgu	dh	laHkkoukvksa	dh	foospuk	dhft;sA,3,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000193,2019,64th BPSC Mains,GS 1,Section I,9,38,English,"Critically examine the key variables that support well-being as per the United Nationsl Sustainable Development Solutions Network. 38 la;qDr	 jk""Vª	fVdkÅ	fodkl	lekèkku	usVodZ	ds	vuqlkj	lq[knkf;rk	ds	leFkZd	izeq[k	lwpdksa	dh	leh{kkRed	vkykspuk dhft;sA",3,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000194,2019,64th BPSC Mains,GS 1,Section I,10,38,English,"Why does India has an open-door policy with Nepal and Bhutan as regards free movement of people between the two nations? Explain. 38 nks	 jk""Vªksa	ds	chp	yksxksa	ds	eqDr	vkokxeu	dk	tgk¡	rd	loky	gS]	Hkkjr	us	usiky	vkSj	HkwVku	ds	lkFk	eqDr	}kj	uhfr D;ksa	viuk;k	gS\	le>kb,A",3,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
