scenario,run_index,subject_id,subject_name,question_type,marks,history_input,selected_topic_id,selected_topic_name,score,freq_score,recency_score,qtype_score,marks_score,exposure_score,diversity_score,rep_penalty
"Polity_ColdStart",89,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",90,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",91,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",92,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",93,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",94,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",95,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",96,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",97,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",98,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",99,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",100,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",1,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",2,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",3,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",4,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",5,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",6,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",7,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",8,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",9,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",10,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",11,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",12,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",13,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",14,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",15,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",16,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",17,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",18,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",19,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",20,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",21,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",22,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",23,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",24,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",25,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",26,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",27,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",28,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",29,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",30,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",31,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",32,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",33,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",34,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",35,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",36,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",37,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",38,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",39,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",40,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",41,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",42,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",43,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",44,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",45,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",46,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",47,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",48,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",49,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",50,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",51,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",52,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",53,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",54,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",55,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",56,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",57,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",58,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",59,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",60,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",61,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",62,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",63,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",64,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",65,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",66,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",67,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",68,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",69,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",70,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",71,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",72,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",73,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",74,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",75,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",76,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",77,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",78,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",79,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",80,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",81,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",82,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",83,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",84,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",85,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",86,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",87,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",88,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",89,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",90,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",91,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",92,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",93,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",94,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",95,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",96,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",97,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",98,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",99,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_PanchayatiHeavy",100,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",1,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",2,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",3,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",4,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",5,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",6,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",7,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",8,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",9,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",10,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",11,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",12,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",13,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",14,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ExecutiveHeavy",15,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-001x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
